WKT,fid,Category,AreaKm2
"MULTIPOLYGON (((445213.260173777 4593486.75028562,445308.701585953 4593385.20786924,445254.476 4593423.708,445204.9983 4593458.6537,445193.2344 4593468.6878,445213.260173777 4593486.75028562)))",110,2,0.0020
"MULTIPOLYGON (((478088.52658511 4615660.64570526,478578.421823025 4615481.81532344,478564.836 4615448.4169,478549.1177 4615413.7282,478536.1094 4615386.6277,478531.7734 4615380.6656,478524.7272 4615364.9473,478521.4752 4615355.7332,478516.0551 4615345.435,478509.5509 4615347.603,478504.6729 4615345.435,478496.5427 4615329.1747,478477.5724 4615286.8979,478504.6729 4615273.3476,478525.2692 4615264.1334,478555.6218 4615247.3311,478590.3105 4615226.7347,478638.0074 4615324.8386,478658.0617 4615367.1154,478698.6712 4615442.7147,478698.8598 4615443.8113,478701.3938 4615442.7147,478727.8718 4615426.7441,478785.0302 4615388.9185,478816.5514 4615370.426,478837.9858 4615357.3973,478857.3189 4615347.3105,478924.1438 4615316.6298,479075.7711 4615244.5178,479055.8472 4615233.4789,479027.0383 4615218.1321,479000.9219 4615204.9393,478993.2629 4615199.8896,479013.0378 4615144.3599,479013.0378 4615139.2443,479014.1147 4615134.1288,479016.2687 4615108.8201,479016.493 4615100.5184,479017.57 4615085.7999,479015.7751 4615075.0302,479011.8262 4615059.9527,479010.0312 4615052.4139,479008.5953 4615042.3623,479024.7498 4614968.0516,479012.3211 4614964.8912,479001.7089 4614963.319,478982.0565 4614957.0303,478953.7571 4614941.7014,478943.9309 4614934.2335,478917.2037 4614977.8618,478906.1983 4614993.1907,478898.3374 4614997.9072,478893.6208 4614999.8725,478882.6155 4614996.335,478801.6477 4614970.0009,478794.9659 4614917.3325,478781.2092 4614916.5464,478731.6853 4614910.2576,478719.5008 4614911.0437,478736.6101 4614940.8208,478708.6772 4615027.6121,478670.7684 4615027.6121,478591.2854 4615092.3146,478570.5358 4615101.2787,478548.9182 4615100.8857,478522.6248 4615099.9381,478515.1161 4615100.8857,478509.2204 4615104.03,478507.6482 4615111.1049,478504.0029 4615119.8901,478500.9664 4615126.0407,478494.692 4615130.5312,478477.4002 4615129.201,478442.6766 4615108.1501,478420.2045 4615131.8613,478401.5826 4615153.1434,478381.6306 4615181.0763,478353.5693 4615202.4187,478307.359 4615170.8605,478273.5465 4615146.0647,478247.6236 4615155.0813,478220.5737 4615164.098,478208.1758 4615165.225,478192.3966 4615153.9542,478165.3466 4615132.5397,478132.6613 4615104.3626,478104.4842 4615081.821,478079.1277 4615063.5317,478055.6386 4615055.214,478045.3637 4615056.5164,478028.5212 4615058.9965,477976.8264 4615068.663,477958.5533 4615072.4455,477950.1477 4615076.6483,477930.3944 4615127.0823,477892.0751 4615232.7637,477830.5679 4615207.3563,477776.7718 4615194.3276,477714.9124 4615176.1591,477712.4161 4615182.5781,477730.9706 4615216.9844,477697.7948 4615288.1364,477715.269 4615301.3312,477731.2973 4615315.8345,477752.1944 4615336.3831,477761.0205 4615346.8902,477775.7304 4615377.5709,477780.9197 4615381.6211,477792.9619 4615391.0199,477805.9907 4615401.9472,477815.6571 4615414.1355,477824.5597 4615429.2941,477831.2077 4615440.6132,477836.1453 4615416.4577,477844.7754 4615389.2397,477893.9005 4615258.4605,478288.8936 4615346.753,478253.7094 4615459.6082,478164.0891 4615468.9022,478122.9301 4615448.3227,478052.5583 4615589.48,478097.2784 4615614.3245,478087.7809 4615660.4211,478088.52658511 4615660.64570526)))",111,1,0.3987
"MULTIPOLYGON (((478578.421823025 4615481.81532344,478088.52658511 4615660.64570526,478122.6646 4615670.9283,478155.8668 4615675.1312,478171.4173 4615674.2904,478186.9678 4615670.0876,478223.9526 4615651.5952,478257.155 4615632.2622,478297.5022 4615615.4509,478334.9073 4615600.3208,478404.6742 4615571.3212,478489.9916 4615536.858,478583.3273 4615493.8746,478578.421823025 4615481.81532344)))",112,1,0.0137
"MULTIPOLYGON (((439003.3518 4590631.4752,439004.0267 4590618.5001,439007.42274765 4590595.71669334,438982.477937518 4590633.24309273,438988.6691 4590634.5131,438996.6604 4590633.3212,439003.3518 4590631.4752)))",113,2,0.0004
"MULTIPOLYGON (((478649.093492885 4612400.98643918,478592.071186721 4612334.49156799,478592.5822 4612335.1616,478628.6172 4612387.9128,478644.3989 4612398.5705,478649.093492885 4612400.98643918)))",114,1,0.0002
"MULTIPOLYGON (((479083.549857121 4612168.88243248,478695.821752139 4612422.81782582,478698.5075 4612423.9852,478726.3817 4612425.2149,478765.1186 4612406.9738,478963.3119 4612287.8938,479009.2223 4612261.2494,479037.7113 4612246.4925,479045.0898 4612225.3819,479083.549857121 4612168.88243248)))",115,1,0.0124
"MULTIPOLYGON (((479318.096207701 4612015.27061269,479093.866592252 4612162.1256765,479108.4978 4612162.8469,479122.1536 4612151.5974,479139.1196 4612145.5731,479176.2622 4612128.2323,479192.8638 4612115.115,479220.123 4612094.4144,479273.0165 4612070.5091,479310.2722 4612029.1519,479318.096207701 4612015.27061269)))",116,1,0.0035
"MULTIPOLYGON (((478363.2592 4612084.6242,478361.2262 4612097.4476,478449.0281 4612280.2,478492.1196 4612275.7312,478536.8867 4612293.0933,478570.750006693 4612309.62850624,478373.922986386 4612080.10451394,478364.4545 4612077.0846,478363.2592 4612084.6242)))",117,1,0.0121
"MULTIPOLYGON (((443389.498073795 4593340.20340491,443202.2388 4593608.6301,443177.79156686 4593567.98761054,443174.3017 4593578.0695,443174.3017 4593589.0357,443175.2986 4593595.7649,443187.2619 4593610.2204,443201.4681 4593617.6974,443222.6529 4593619.1928,443229.6312 4593617.6974,443226.3912 4593598.7558,443227.3882 4593587.2911,443232.8713 4593577.5709,443250.0683 4593563.3647,443275.2409 4593543.6754,443284.4625 4593533.9554,443297.921 4593511.0259,443306.1457 4593495.3242,443321.0996 4593470.6504,443316.6134 4593454.9488,443337.5489 4593432.5179,443373.6877 4593397.8745,443380.6661 4593385.9113,443386.3985 4593369.2126,443388.1432 4593358.2464,443390.3861 4593348.2773,443390.4712 4593340.5123,443389.498073795 4593340.20340491)))",118,2,0.0058
"MULTIPOLYGON (((443177.79156686 4593567.98761054,443202.2388 4593608.6301,443389.498073795 4593340.20340491,443386.6848 4593339.3104,443382.6995 4593338.5513,443378.904 4593337.6024,443375.9625 4593337.5075,443371.509 4593338.1218,443367.7072 4593338.6462,443363.9676 4593339.554,443354.746 4593342.2956,443314.3704 4593363.7297,443293.4348 4593381.6744,443258.0438 4593416.5669,443244.5853 4593432.0191,443225.3958 4593455.9011,443203.2127 4593500.8075,443178.7879 4593565.1093,443177.79156686 4593567.98761054)))",119,2,0.0168
"MULTIPOLYGON (((444874.31697122 4592983.781958,444814.3552 4592934.4381,444735.955214454 4592945.31518424,444737.1897 4592947.2355,444817.9243 4592968.9717,444874.31697122 4592983.781958)))",120,2,0.0023
"MULTIPOLYGON (((444735.955214454 4592945.31518424,444814.3552 4592934.4381,444874.31697122 4592983.781958,444894.7773 4592989.1554,444937.4734 4593002.3522,445014.3266 4593044.2722,445072.5487 4593075.324,445102.824 4592975.182,445107.4818 4592941.0252,444946.789 4592884.3556,444878.4752 4592863.3957,444811.7138 4592851.7513,444767.4651 4592833.8966,444756.597 4592833.8966,444742.6237 4592859.5143,444723.2164 4592925.4992,444735.955214454 4592945.31518424)))",121,2,0.0425
"MULTIPOLYGON (((467261.132058596 4606840.20417706,467178.147957819 4606799.25374359,467255.1215 4606842.6964,467261.132058596 4606840.20417706)))",122,1,0.0002
"MULTIPOLYGON (((467178.147957819 4606799.25374359,467261.132058596 4606840.20417706,467265.722 4606838.301,467286.4059 4606829.5105,467298.5575 4606825.115,467307.8654 4606818.1342,467323.3782 4606804.1728,467335.013 4606793.3136,467354.404 4606773.9225,467374.8293 4606752.463,467388.2739 4606735.6574,467390.0836 4606713.9392,467392.6693 4606683.9477,467395.7717 4606651.3707,467400.9428 4606619.8278,467407.9236 4606569.1523,467411.026 4606537.0923,467406.6307 4606512.5302,467399.3914 4606495.7245,467390.8594 4606482.28,467385.1713 4606473.2308,467377.6734 4606465.9914,467359.575 4606456.1667,467344.5791 4606444.2734,467335.2715 4606418.4186,467329.0663 4606405.4912,467320.5343 4606404.1985,467312.2607 4606401.613,467308.1239 4606399.0275,467305.5384 4606392.5637,467305.5384 4606384.0317,467315.3632 4606364.382,467340.9594 4606320.9459,467351.5599 4606299.4863,467376.6392 4606264.3239,467372.761 4606259.1529,467357.2481 4606253.2062,467332.4274 4606241.8301,467314.3291 4606233.0394,467279.425 4606213.6484,467252.019 4606196.0671,467232.3692 4606181.3297,467204.963 4606160.1288,467171.6104 4606131.6885,467163.3368 4606130.3958,467152.7363 4606138.1522,467149.3752 4606147.7186,467135.1552 4606168.6609,467127.9157 4606182.364,467123.0033 4606203.3064,467122.2277 4606213.1311,467123.5204 4606227.0929,467127.3986 4606234.3322,467133.8623 4606249.328,467138.7747 4606258.3773,467151.1851 4606274.6657,467138.7747 4606335.4246,467142.9116 4606344.2152,467137.9991 4606351.9718,467118.6081 4606388.9441,467105.1635 4606411.1791,467075.9475 4606404.457,467072.0693 4606437.5512,467063.7958 4606485.124,467063.2787 4606493.9148,467053.9709 4606512.2717,467026.3062 4606559.8445,467019.8425 4606564.2399,467005.8809 4606590.6118,466992.9536 4606612.847,467049.8341 4606643.8728,467038.9751 4606655.766,467036.3896 4606662.4882,467044.1461 4606672.3131,467053.1292 4606686.6858,467054.3894 4606688.7021,467054.4879 4606688.8597,467060.4346 4606674.8985,467061.6878 4606665.1236,467061.7273 4606664.8153,467063.5372 4606664.0395,467107.4903 4606703.8558,467118.8666 4606711.8709,467118.6778 4606712.087,467101.0266 4606732.2963,467091.4604 4606742.3797,467084.2211 4606750.6531,467083.721495255 4606752.65681071,467127.794146092 4606774.40548472,467160.7514 4606789.4354,467178.147957819 4606799.25374359)))",123,1,0.1748
"MULTIPOLYGON (((467083.4403 4606754.3866,467113.6955 4606767.9759,467127.794146092 4606774.40548472,467083.721495255 4606752.65681071,467083.3053 4606754.326,467083.4403 4606754.3866)))",124,1,0.0000
"MULTIPOLYGON (((451897.613646634 4597726.51392902,451917.70354978 4597600.93568922,451909.6466 4597616.4939,451891.073 4597657.4489,451880.4617 4597690.7259,451881.1791 4597710.1737,451889.7786 4597724.2153,451897.613646634 4597726.51392902)))",125,3,0.0018
"MULTIPOLYGON (((471950.915 4608195.9478,471921.793 4608152.7272,471906.3805 4608160.2023,471885.9298 4608168.6493,471865.4791 4608171.7614,471845.9176 4608166.871,471837.026 4608161.5361,471842.7075 4608204.9671,471814.4401 4608203.4793,471796.1984 4608216.0742,471788.2763 4608226.3069,471780.0242 4608242.4811,471770.1215 4608254.3643,471758.5685 4608264.597,471745.0349 4608277.4704,471731.1256 4608285.3061,471555.57 4608353.743,471515.4005 4608364.1573,471483.7781 4608368.2832,471456.9503 4608368.5846,471442.7829 4608364.9674,471424.3953 4608355.9243,471406.0663 4608343.7785,471385.4707 4608333.6584,471344.8264 4608329.8581,471308.2756 4608334.4577,471286.6394 4608336.6325,471228.7638 4608344.1683,471163.1619 4608355.876,471127.6471 4608397.0939,471135.0174 4608407.7712,471146.4362 4608411.7656,471159.1322 4608411.087,471173.2158 4608404.3268,471183.9616 4608394.8597,471186.6057 4608383.4982,471185.5229 4608370.505,471183.2471 4608362.2545,471231.2385 4608350.7675,471283.6465 4608344.7911,471328.6725 4608339.6566,471357.698 4608337.3776,471381.2901 4608340.8525,471394.2518 4608346.5798,471416.558 4608360.4458,471450.0095 4608375.8231,471483.2614 4608377.8688,471526.547 4608371.3608,471547.7576 4608367.1468,471569.9515 4608358.4378,471727.9883 4608297.5704,471742.137 4608290.799,471749.0288 4608284.3666,471755.6384 4608278.1977,471762.3685 4608271.9162,471776.3876 4608262.2782,471784.6454 4608251.3935,471791.8935 4608242.838,471799.5625 4608225.7957,471811.4646 4608215.3814,471830.8054 4608216.8691,471835.2687 4608228.7712,471827.8299 4608243.6488,471841.8608 4608265.9568,471696.9071 4608362.6695,471659.7131 4608411.7656,471629.9579 4608444.4963,471601.6905 4608423.6677,471579.3741 4608435.5697,471567.4721 4608438.5453,471622.5192 4608477.227,471650.7866 4608505.4944,471746.23333538 4608594.57809952,471948.8318 4608299.70911411,471948.8318 4608294.297,471948.654 4608291.0087,471948.2225 4608283.027,471946.9035 4608278.7036,471942.7398 4608265.0557,471930.5558 4608256.8316,471928.4238 4608250.4351,471928.4238 4608240.3834,471931.1651 4608222.7168,471936.9524 4608211.4468,471948.5271 4608198.0445,471949.5711 4608197.1278,471950.915 4608195.9478)))",126,1,0.0727
"MULTIPOLYGON (((471746.23333538 4608594.57809952,471762.3685 4608609.6376,471789.1482 4608634.9295,471818.9034 4608579.8824,471833.781 4608551.615,471851.6341 4608520.372,471867.9999 4608493.5058,471866.5907 4608492.2845,471876.9469 4608457.8651,471881.5159 4608445.986,471891.8721 4608424.9687,471898.5733 4608408.5206,471903.7515 4608403.9517,471909.2342 4608402.124,471912.2801 4608397.5551,471925.6823 4608369.5323,471932.9926 4608351.8656,471936.0386 4608340.5956,471942.7398 4608331.7624,471946.6996 4608328.1071,471948.8318 4608311.659,471948.8318 4608301.334,471948.8318 4608299.70911411,471746.23333538 4608594.57809952)))",127,1,0.0124
"MULTIPOLYGON (((445519.370213821 4593663.13908083,445530.9457 4593653.3151,445524.1922 4593644.462,445493.7607 4593608.2009,445461.973513767 4593570.40752953,445519.370213821 4593663.13908083)))",128,2,0.0008
"MULTIPOLYGON (((477091.451344157 4615678.39531366,477054.3085 4615865.8066,477380.9096 4615918.9528,477487.226396332 4615880.14312844,477483.0262 4615866.4596,477477.4508 4615850.747,477470.8616 4615829.9657,477460.1762 4615800.314,477456.4391 4615789.068,477453.8127 4615780.1881,477451.0611 4615770.3076,477449.0666 4615749.8818,477455.3518 4615746.9891,477463.4639 4615745.1864,477476.6836 4615742.7828,477497.4146 4615739.7783,477508.2308 4615738.5765,477516.9438 4615737.3747,477515.1411 4615728.9621,477511.8362 4615721.1505,477506.4281 4615713.6392,477498.0155 4615703.7244,477492.0065 4615696.2132,477479.9886 4615692.6078,477467.0693 4615688.1011,477456.5536 4615686.2984,477446.9392 4615684.7961,477436.123 4615683.2939,477422.9033 4615682.693,477412.688 4615684.1952,477406.679 4615684.4957,477397.6864 4615690.257,477385.3111 4615700.3954,477356.1968 4615723.3262,477341.1609 4615735.2709,477330.6119 4615744.4588,477318.5118 4615756.7397,477308.0378 4615766.3502,477299.5562 4615774.0223,477292.3591 4615779.0602,477288.8805 4615780.6196,477285.5181 4615781.7329,477280.4744 4615782.3818,477274.2464 4615782.296,477256.2238 4615782.0645,477194.3072 4615774.8472,477170.3763 4615769.9091,477138.7846 4615761.5523,477134.9859 4615758.5134,477136.4893 4615713.9752,477138.0248 4615668.4876,477137.645 4615655.9523,477118.6522 4615662.03,477098.14 4615671.9063,477092.822 4615676.8443,477091.451344157 4615678.39531366)))",129,1,0.0669
"MULTIPOLYGON (((477487.226396332 4615880.14312844,477380.9096 4615918.9528,477054.3085 4615865.8066,477091.451344157 4615678.39531366,477086.7818 4615683.6793,477082.1003 4615688.9768,477078.3874 4615693.1782,477072.7773 4615705.8622,477069.6508 4615712.9308,477068.1313 4615735.3422,477063.1932 4615787.3825,477056.7357 4615797.6386,477047.9989 4615805.9954,477040.3723 4615814.1942,477036.689 4615819.4888,477035.538 4615823.172,477035.538 4615827.3157,477042.6137 4615855.6438,477045.4775 4615868.7553,477062.2413 4615875.6577,477075.3627 4615877.7295,477083.6499 4615880.0316,477094.4694 4615882.5638,477122.3236 4615886.247,477158.4651 4615887.398,477169.7449 4615888.7792,477195.0669 4615894.0738,477219.238 4615899.1382,477238.6676 4615902.4011,477252.4543 4615903.4456,477259.1388 4615903.2367,477265.8232 4615904.0722,477272.0899 4615906.5789,477280.8632 4615911.8011,477286.0854 4615913.6811,477292.3521 4615915.3522,477299.6632 4615916.3967,477307.1832 4615917.65,477314.9121 4615919.53,477325.9832 4615923.9167,477336.578 4615927.2368,477345.6187 4615929.3478,477357.7343 4615931.2278,477367.761 4615932.2722,477377.7876 4615933.1078,477389.4854 4615933.5256,477397.6321 4615933.5256,477404.7343 4615932.4811,477411.8365 4615931.8544,477418.3121 4615930.1833,477423.5343 4615928.3033,477429.1743 4615926.0056,477436.2765 4615922.6633,477457.5832 4615911.1744,477493.0943 4615896.3433,477487.4543 4615880.8856,477487.226396332 4615880.14312844)))",130,1,0.0077
"MULTIPOLYGON (((451500.8428 4598537.7676,451504.0881 4598538.0062,451518.7725 4598540.7843,451544.371 4598545.1499,451560.6429 4598547.5313,451572.7476 4598547.9281,451610.2524 4598554.2781,451678.703956096 4598564.86065751,451678.856877357 4598564.48833948,451612.8136 4598554.2781,451575.3088 4598547.9281,451563.2041 4598547.5313,451546.9322 4598545.1499,451521.3337 4598540.7843,451506.6493 4598538.0062,451500.8031 4598537.5763,451500.8428 4598537.7676)))",131,3,0.0001
"MULTIPOLYGON (((451500.8428 4598537.7676,451504.0881 4598538.0062,451518.7725 4598540.7843,451544.371 4598545.1499,451560.6429 4598547.5313,451572.7476 4598547.9281,451610.2524 4598554.2781,451678.703956096 4598564.86065751,451678.856877357 4598564.48833948,451612.8136 4598554.2781,451575.3088 4598547.9281,451563.2041 4598547.5313,451546.9322 4598545.1499,451521.3337 4598540.7843,451506.6493 4598538.0062,451500.8031 4598537.5763,451500.8428 4598537.7676)))",132,3,0.0001
"MULTIPOLYGON (((451678.703956096 4598564.86065751,451717.6792 4598570.8862,451724.0475 4598571.8679,451720.2404 4598570.8862,451678.856877357 4598564.48833948,451678.703956096 4598564.86065751)))",133,3,0.0000
"MULTIPOLYGON (((451678.703956096 4598564.86065751,451717.6792 4598570.8862,451724.0475 4598571.8679,451720.2404 4598570.8862,451678.856877357 4598564.48833948,451678.703956096 4598564.86065751)))",134,3,0.0000
"MULTIPOLYGON (((451996.554166679 4597108.05518078,452006.046864874 4597048.7180938,452002.0585 4597059.9793,451988.4319 4597098.9798,451996.42 4597107.9076,451996.554166679 4597108.05518078)))",135,3,0.0002
"MULTIPOLYGON (((445458.0761 4593565.7737,445461.973513767 4593570.40752953,445440.644668513 4593535.94811103,445443.3559 4593542.8957,445457.7857 4593565.4544,445458.0761 4593565.7737)))",136,2,0.0000
"MULTIPOLYGON (((451678.856877357 4598564.48833948,451720.2404 4598570.8862,451724.0475 4598571.8679,451724.4488 4598571.9298,451726.3014 4598569.09,451732.2061 4598558.0017,451741.1049 4598538.331,451763.5858 4598485.4072,451766.3959 4598475.5719,451780.9147 4598391.7369,451789.8134 4598311.1803,451792.06391154 4598288.8627072,451678.856877357 4598564.48833948)))",137,3,0.0097
"MULTIPOLYGON (((451500.8428 4598537.7676,451500.8031 4598537.5763,451506.6493 4598538.0062,451521.3337 4598540.7843,451546.9322 4598545.1499,451563.2041 4598547.5313,451575.3088 4598547.9281,451612.8136 4598554.2781,451678.856877357 4598564.48833948,451792.06391154 4598288.8627072,451795.4336 4598255.4466,451795.4336 4598232.9655,451791.6869 4598226.4087,451785.1298 4598223.1302,451733.1429 4598229.2187,451693.3329 4598238.1175,451628.2321 4598257.3198,451592.6372 4598270.4336,451579.5234 4598291.0412,451531.2831 4598345.8384,451521.4478 4598393.6103,451505.9921 4598464.3315,451491.4733 4598527.5589,451498.2419 4598537.5763,451500.8428 4598537.7676)))",138,3,0.0670
"MULTIPOLYGON (((461875.8833 4605720.7849,461832.0838 4605719.6323,461817.3878 4605765.4488,461807.0143 4605776.975,461797.5052 4605788.5012,461785.9791 4605808.672,461784.5383 4605834.0296,461791.4539 4605846.9966,461788.8605 4605869.4727,461779.3515 4605920.4759,461769.2661 4605962.5465,461755.7228 4606002.0237,461745.9256 4606020.1776,461731.2298 4606041.2127,461709.33 4606056.4849,461659.4793 4606090.7752,461574.4736 4606144.084,461528.6571 4606174.0519,461456.6185 4606220.4448,461439.041 4606228.8013,461431.8371 4606223.0384,461413.1072 4606205.749,461403.8862 4606196.8162,461390.0548 4606189.3242,461341.3567 4606172.6112,461329.2541 4606169.1534,461321.474 4606177.5099,461297.8452 4606189.9005,461302.1675 4606201.1385,461297.5571 4606222.75,461288.9124 4606254.4471,461271.3351 4606269.143,461252.8932 4606279.8046,461258.3681 4606288.4493,461218.0264 4606318.9938,461203.6186 4606331.3844,461191.2281 4606330.2318,461186.3295 4606323.6042,461171.0572 4606325.3332,461130.4275 4606336.2829,461100.1712 4606343.7751,461058.1007 4606356.4537,461056.6599 4606361.0642,461041.0995 4606366.8274,461044.2692 4606391.6087,461059.2533 4606409.7625,461067.6098 4606408.3217,461075.678 4606449.2396,461080.2885 4606474.5971,461077.6952 4606478.6313,461078.0917 4606480.2571,461077.0895 4606478.6313,461070.9715 4606465.5558,461063.0968 4606458.8926,461051.5877 4606454.6524,461039.4729 4606455.2582,461032.8097 4606461.9213,461028.5695 4606474.0362,461027.358 4606486.7567,461030.9925 4606500.083,460994.6481 4606508.5634,460976.4758 4606553.3883,460951.6404 4606615.7796,460989.8021 4606621.837,461063.0968 4606633.9518,461082.4805 4606640.615,461096.4126 4606647.2781,461104.2872 4606656.3643,461109.7296 4606672.4606,461143.6011 4606667.6975,461184.882 4606668.2267,461209.7563 4606669.8144,461226.692 4606673.5191,461238.8646 4606677.2238,461250.5079 4606661.8758,461267.9729 4606640.7061,461281.7332 4606624.8289,461302.3736 4606606.8347,461325.131 4606595.7206,461353.7101 4606584.6065,461309.0278 4606577.6179,461281.1637 4606583.6753,461226.0412 4606590.9442,461212.1092 4606595.1844,461198.7829 4606606.0877,461178.1876 4606610.3279,461169.1015 4606605.482,461164.8613 4606597.0016,461166.0728 4606585.4925,461189.091 4606561.2629,461195.7541 4606555.8112,461205.446 4606550.3596,461209.1529 4606546.6335,461210.7774 4606545.134,461211.4839 4606543.3691,461211.0274 4606540.6353,461207.869 4606538.8505,461194.5427 4606540.062,461173.9475 4606538.8505,461169.9491 4606534.8521,461168.6646 4606531.263,461168.0701 4606527.6227,461169.1644 4606525.0148,461171.5388 4606523.8901,461178.2868 4606523.0153,461211.1108 4606519.8375,461248.3072 4606518.718,461298.8606 4606508.186,461346.2543 4606498.1807,461355.4761 4606488.4286,461379.1048 4606470.5629,461428.3792 4606438.866,461481.1115 4606401.6941,461486.2983 4606397.9481,461464.1105 4606365.9629,461470.4499 4606361.6406,461488.8917 4606350.6907,461514.8792 4606337.303,461537.9803 4606326.468,461533.5852 4606318.0342,461522.6737 4606323.8071,461513.6526 4606306.6379,461570.0765 4606274.1328,461606.4589 4606254.1589,461638.7321 4606234.2762,461668.7001 4606214.3935,461699.8208 4606194.7991,461732.6704 4606173.1875,461748.8071 4606165.4073,461764.3674 4606155.0337,461783.962 4606126.5065,461804.709 4606088.47,461825.4562 4606052.1626,461838.135 4606027.3812,461850.2376 4605992.5146,461858.8821 4605957.9362,461866.9504 4605923.0694,461871.8491 4605892.8131,461875.3069 4605861.6924,461879.3411 4605817.893,461887.1213 4605768.3303,461886.545 4605737.2098,461889.7147 4605724.8191,461875.8833 4605720.7849)))",139,1,0.2025
"MULTIPOLYGON (((476955.2898 4618575.4299,476960.6722 4618562.7816,476962.2869 4618545.8275,476963.6324 4618526.7206,476963.6324 4618512.4576,476966.5927 4618496.0416,476969.8219 4618467.2465,476969.2838 4618450.0234,476983.2775 4618455.9439,476996.1951 4618457.5585,477019.3387 4618457.5585,477032.5252 4618459.4423,477038.1766 4618461.0569,477060.513 4618473.9744,477080.4272 4618482.5861,477100.0725 4618490.3904,477136.4027 4618497.6563,477156.5862 4618500.0784,477167.8888 4618502.2312,477188.3414 4618501.9621,477216.3292 4618504.9223,477244.855 4618509.4973,477269.8826 4618512.4576,477291.6807 4618522.1455,477320.7449 4618531.8336,477380.4877 4618530.757,477372.1454 4618522.9529,477362.9955 4618510.0355,477347.9252 4618493.8888,477344.9648 4618479.3567,477346.3105 4618458.0967,477343.3503 4618440.0661,477344.6959 4618429.5708,477344.1577 4618416.6535,477294.6409 4618382.4761,477286.5675 4618375.4792,477282.7999 4618362.5619,477273.6501 4618337.8034,477264.5003 4618324.886,477236.5125 4618310.8922,477218.2129 4618300.1277,477202.6043 4618284.5191,477202.6043 4618273.2163,477200.9896 4618263.5283,477179.999 4618247.3816,477156.3171 4618223.6997,477132.0968 4618196.2502,477107.8767 4618169.8771,477097.6504 4618160.1891,477072.354 4618145.6571,477050.2866 4618135.969,477029.2959 4618132.2014,477005.0757 4618129.5102,476968.4765 4618127.3574,476938.8741 4618121.4369,476910.8863 4618111.7489,476880.7457 4618097.755,476845.2228 4618077.8406,476734.8866 4617852.8625,476721.431 4617817.8778,476707.4372 4617793.6577,476702.0549 4617766.7465,476684.2934 4617743.6028,476676.4892 4617725.034,476692.3669 4617718.3062,476739.1925 4617703.505,476799.2046 4617684.9361,476815.6204 4617680.0922,476858.1403 4617666.3674,476903.3512 4617654.7956,476946.6782 4617641.6091,476922.7274 4617592.0923,476902.8128 4617545.805,476888.0118 4617509.7439,476868.0974 4617459.6889,476854.911 4617453.7684,476835.5348 4617461.3035,476818.8497 4617466.9551,476699.9021 4617503.5542,476629.9327 4617525.0834,476582.0306 4617539.6154,476469.5417 4617574.0617,476410.3369 4617596.6673,476381.8109 4617611.1994,476334.9854 4617637.5723,476287.0832 4617672.557,476260.7103 4617694.6243,476238.1048 4617715.6151,476216.5612 4617736.7484,476202.5819 4617755.4437,476234.8754 4617761.3642,476272.0129 4617772.1287,476290.8507 4617777.5109,476299.4625 4617788.8136,476320.4531 4617806.5751,476337.6764 4617821.1072,476351.6703 4617852.8625,476364.5877 4617883.5413,476373.2875 4617892.7647,476391.4989 4617897.5353,476399.5723 4617899.1498,476404.9546 4617902.9175,476420.1999 4617912.575,476431.8659 4617920.1406,476439.4011 4617922.2936,476450.7037 4617921.217,476452.8567 4617923.9083,476455.0094 4617932.5198,476453.9331 4617941.6696,476450.1655 4617947.0519,476457.7008 4617967.5044,476466.8504 4617993.3393,476509.9085 4618078.3788,476537.8962 4618132.2014,476555.1196 4618149.4246,476622.3976 4618214.5499,476686.9846 4618275.9074,476701.5167 4618290.9779,476713.3577 4618304.9717,476731.119 4618338.3416,476745.6512 4618388.9348,476749.9569 4618434.6841,476748.3423 4618471.2833,476748.3423 4618506.2678,476752.6482 4618538.5615,476762.8744 4618567.0873,476778.4829 4618594.5369,476793.015 4618607.4543,476811.8529 4618619.2953,476841.9934 4618634.3656,476856.5256 4618642.9772,476864.5989 4618652.1269,476863.5226 4618663.968,476853.8344 4618686.5734,476847.9139 4618708.1024,476846.2994 4618725.8638,476846.8375 4618737.1665,476850.6051 4618746.8546,476861.9078 4618765.6924,476874.287 4618778.0717,476884.5134 4618774.8424,476904.4276 4618750.0839,476921.6509 4618726.9404,476923.8036 4618715.6376,476921.1126 4618700.5673,476922.7274 4618682.2676,476924.6111 4618665.0444,476928.9168 4618651.0504,476931.8772 4618638.1331,476933.2227 4618627.3686,476939.9505 4618610.9526,476943.1798 4618605.0323,476955.2898 4618575.4299)))",140,1,0.4938
